dni,apellidos,nombres,fecha_hora,tipo_marca
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-04 13:10:34,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-05 07:57:55,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-05 13:01:35,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-06 07:58:56,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-06 13:04:36,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-07 07:59:57,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-07 13:07:37,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-08 07:42:58,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-08 13:10:38,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-11 07:45:01,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-11 13:07:41,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-12 07:46:02,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-12 13:10:42,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-13 07:47:03,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-13 13:01:43,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-14 07:48:04,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-14 13:04:44,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-15 07:49:05,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-15 13:07:45,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-18 07:52:08,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-18 13:04:48,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-19 07:53:09,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-19 13:07:49,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-20 07:54:10,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-20 13:10:50,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-21 07:55:11,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-21 13:01:51,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-22 07:56:12,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-22 13:04:52,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-25 07:59:15,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-25 13:01:55,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-26 07:42:16,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-26 13:04:56,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-27 07:43:17,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-27 13:07:57,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-28 07:44:18,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-28 13:10:58,salida
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-29 07:45:19,entrada
77000010,Paredes Gutierrez,Pedro Jorge,2026-05-29 13:01:59,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-01 07:54:56,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-01 13:02:40,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-04 07:57:59,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-04 13:11:43,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-05 07:58:00,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-05 13:02:44,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-06 07:59:01,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-06 13:05:45,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-07 07:42:02,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-07 13:08:46,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-08 07:43:03,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-08 13:11:47,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-11 07:46:06,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-11 13:08:50,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-12 07:47:07,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-12 13:11:51,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-13 07:48:08,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-13 13:02:52,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-14 07:49:09,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-14 13:05:53,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-15 07:50:10,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-15 13:08:54,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-18 07:53:13,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-18 13:05:57,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-19 07:54:14,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-19 13:08:58,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-20 07:55:15,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-20 13:11:59,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-21 07:56:16,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-21 13:02:00,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-22 07:57:17,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-22 13:05:01,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-25 07:42:20,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-25 13:02:04,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-26 07:43:21,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-26 13:05:05,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-27 07:44:22,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-27 13:08:06,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-28 07:45:23,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-28 13:11:07,salida
77000011,Chavez Castillo,Carmen Maria,2026-05-29 07:46:24,entrada
77000011,Chavez Castillo,Carmen Maria,2026-05-29 13:02:08,salida
77000012,Ramos Medina,Jose Hugo,2026-05-01 07:55:01,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-01 13:03:49,salida
77000012,Ramos Medina,Jose Hugo,2026-05-04 07:58:04,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-04 13:00:52,salida
77000012,Ramos Medina,Jose Hugo,2026-05-05 07:59:05,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-05 13:03:53,salida
77000012,Ramos Medina,Jose Hugo,2026-05-06 07:42:06,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-06 13:06:54,salida
77000012,Ramos Medina,Jose Hugo,2026-05-07 07:43:07,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-07 13:09:55,salida
77000012,Ramos Medina,Jose Hugo,2026-05-08 07:44:08,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-08 13:00:56,salida
77000012,Ramos Medina,Jose Hugo,2026-05-11 07:47:11,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-11 13:09:59,salida
77000012,Ramos Medina,Jose Hugo,2026-05-12 07:48:12,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-12 13:00:00,salida
77000012,Ramos Medina,Jose Hugo,2026-05-13 07:49:13,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-13 13:03:01,salida
77000012,Ramos Medina,Jose Hugo,2026-05-14 07:50:14,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-14 13:06:02,salida
77000012,Ramos Medina,Jose Hugo,2026-05-15 07:51:15,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-15 13:09:03,salida
77000012,Ramos Medina,Jose Hugo,2026-05-18 07:54:18,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-18 13:06:06,salida
77000012,Ramos Medina,Jose Hugo,2026-05-19 07:55:19,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-19 13:09:07,salida
77000012,Ramos Medina,Jose Hugo,2026-05-20 07:56:20,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-20 13:00:08,salida
77000012,Ramos Medina,Jose Hugo,2026-05-21 07:57:21,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-21 13:03:09,salida
77000012,Ramos Medina,Jose Hugo,2026-05-22 07:58:22,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-22 13:06:10,salida
77000012,Ramos Medina,Jose Hugo,2026-05-25 07:43:25,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-25 13:03:13,salida
77000012,Ramos Medina,Jose Hugo,2026-05-26 07:44:26,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-26 13:06:14,salida
77000012,Ramos Medina,Jose Hugo,2026-05-27 07:45:27,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-27 13:09:15,salida
77000012,Ramos Medina,Jose Hugo,2026-05-28 07:46:28,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-28 13:00:16,salida
77000012,Ramos Medina,Jose Hugo,2026-05-29 07:47:29,entrada
77000012,Ramos Medina,Jose Hugo,2026-05-29 13:03:17,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-01 07:56:06,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-01 13:04:58,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-04 07:59:09,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-04 13:01:01,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-05 07:42:10,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-05 13:04:02,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-06 07:43:11,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-06 13:07:03,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-07 07:44:12,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-07 13:10:04,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-08 07:45:13,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-08 13:01:05,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-11 07:48:16,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-11 13:10:08,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-12 07:49:17,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-12 13:01:09,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-13 07:50:18,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-13 13:04:10,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-14 07:51:19,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-14 13:07:11,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-15 07:52:20,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-15 13:10:12,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-18 07:55:23,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-18 13:07:15,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-19 07:56:24,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-19 13:10:16,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-20 07:57:25,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-20 13:01:17,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-21 07:58:26,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-21 13:04:18,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-22 07:59:27,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-22 13:07:19,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-25 07:44:30,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-25 13:04:22,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-26 07:45:31,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-26 13:07:23,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-27 07:46:32,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-27 13:10:24,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-28 07:47:33,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-28 13:01:25,salida
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-29 07:48:34,entrada
77000013,Gutierrez Aguilar,Teresa Carmen,2026-05-29 13:04:26,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-01 07:57:11,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-01 13:05:07,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-04 07:42:14,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-04 13:02:10,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-05 07:43:15,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-05 13:05:11,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-06 07:44:16,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-06 13:08:12,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-07 07:45:17,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-07 13:11:13,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-08 07:46:18,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-08 13:02:14,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-11 07:49:21,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-11 13:11:17,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-12 07:50:22,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-12 13:02:18,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-13 07:51:23,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-13 13:05:19,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-14 07:52:24,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-14 13:08:20,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-15 07:53:25,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-15 13:11:21,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-18 07:56:28,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-18 13:08:24,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-19 07:57:29,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-19 13:11:25,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-20 07:58:30,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-20 13:02:26,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-21 07:59:31,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-21 13:05:27,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-22 07:42:32,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-22 13:08:28,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-25 07:45:35,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-25 13:05:31,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-26 07:46:36,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-26 13:08:32,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-27 07:47:37,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-27 13:11:33,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-28 07:48:38,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-28 13:02:34,salida
77000014,Castillo Cruz,Raul Pedro,2026-05-29 07:49:39,entrada
77000014,Castillo Cruz,Raul Pedro,2026-05-29 13:05:35,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-01 07:58:16,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-01 13:06:16,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-04 07:43:19,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-04 13:03:19,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-05 07:44:20,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-05 13:06:20,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-06 07:45:21,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-06 13:09:21,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-07 07:46:22,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-07 13:00:22,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-08 07:47:23,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-08 13:03:23,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-11 07:50:26,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-11 13:00:26,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-12 07:51:27,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-12 13:03:27,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-13 07:52:28,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-13 13:06:28,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-14 07:53:29,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-14 13:09:29,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-15 07:54:30,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-15 13:00:30,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-18 07:57:33,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-18 13:09:33,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-19 07:58:34,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-19 13:00:34,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-20 07:59:35,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-20 13:03:35,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-21 07:42:36,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-21 13:06:36,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-22 07:43:37,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-22 13:09:37,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-25 07:46:40,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-25 13:06:40,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-26 07:47:41,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-26 13:09:41,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-27 07:48:42,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-27 13:00:42,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-28 07:49:43,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-28 13:03:43,salida
77000015,Medina Mendoza,Patricia Elena,2026-05-29 07:50:44,entrada
77000015,Medina Mendoza,Patricia Elena,2026-05-29 13:06:44,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-01 07:59:21,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-01 13:07:25,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-04 07:44:24,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-04 13:04:28,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-05 07:45:25,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-05 13:07:29,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-06 07:46:26,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-06 13:10:30,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-07 07:47:27,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-07 13:01:31,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-08 07:48:28,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-08 13:04:32,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-11 07:51:31,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-11 13:01:35,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-12 07:52:32,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-12 13:04:36,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-13 07:53:33,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-13 13:07:37,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-14 07:54:34,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-14 13:10:38,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-15 07:55:35,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-15 13:01:39,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-18 07:58:38,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-18 13:10:42,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-19 07:59:39,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-19 13:01:43,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-20 07:42:40,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-20 13:04:44,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-21 07:43:41,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-21 13:07:45,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-22 07:44:42,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-22 13:10:46,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-25 07:47:45,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-25 13:07:49,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-26 07:48:46,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-26 13:10:50,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-27 07:49:47,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-27 13:01:51,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-28 07:50:48,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-28 13:04:52,salida
77000016,Aguilar Mamani,Hugo Raul,2026-05-29 07:51:49,entrada
77000016,Aguilar Mamani,Hugo Raul,2026-05-29 13:07:53,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-01 07:42:26,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-01 13:08:34,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-04 07:45:29,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-04 13:05:37,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-05 07:46:30,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-05 13:08:38,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-06 07:47:31,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-06 13:11:39,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-07 07:48:32,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-07 13:02:40,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-08 07:49:33,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-08 13:05:41,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-11 07:52:36,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-11 13:02:44,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-12 07:53:37,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-12 13:05:45,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-13 07:54:38,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-13 13:08:46,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-14 07:55:39,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-14 13:11:47,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-15 07:56:40,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-15 13:02:48,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-18 07:59:43,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-18 13:11:51,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-19 07:42:44,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-19 13:02:52,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-20 07:43:45,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-20 13:05:53,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-21 07:44:46,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-21 13:08:54,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-22 07:45:47,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-22 13:11:55,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-25 07:48:50,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-25 13:08:58,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-26 07:49:51,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-26 13:11:59,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-27 07:50:52,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-27 13:02:00,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-28 07:51:53,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-28 13:05:01,salida
77000017,Cruz Rojas,Diana Sofia,2026-05-29 07:52:54,entrada
77000017,Cruz Rojas,Diana Sofia,2026-05-29 13:08:02,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-01 07:43:31,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-01 13:09:43,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-04 07:46:34,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-04 13:06:46,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-05 07:47:35,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-05 13:09:47,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-06 07:48:36,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-06 13:00:48,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-07 07:49:37,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-07 13:03:49,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-08 07:50:38,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-08 13:06:50,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-11 07:53:41,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-11 13:03:53,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-12 07:54:42,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-12 13:06:54,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-13 07:55:43,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-13 13:09:55,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-14 07:56:44,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-14 13:00:56,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-15 07:57:45,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-15 13:03:57,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-18 07:42:48,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-18 13:00:00,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-19 07:43:49,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-19 13:03:01,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-20 07:44:50,entrada
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-20 13:06:02,salida
77000018,Mendoza Ilacopa,Mario Miguel,2026-05-21 07:45:51,entrada
