CODIGO_PERSONA|PATERNO_MATERNO|NOMBRE_DOCENTE|MARCACION_BIOMETRICO|SENTIDO_RELOJ
88000017|Cruz Soto|Diana Elena|2026-06-09 13:05:16|salida
88000017|Cruz Soto|Diana Elena|2026-06-10 07:57:09|entrada
88000017|Cruz Soto|Diana Elena|2026-06-10 13:07:17|salida
88000017|Cruz Soto|Diana Elena|2026-06-11 07:58:10|entrada
88000017|Cruz Soto|Diana Elena|2026-06-11 13:09:18|salida
88000017|Cruz Soto|Diana Elena|2026-06-12 07:59:11|entrada
88000017|Cruz Soto|Diana Elena|2026-06-12 13:01:19|salida
88000017|Cruz Soto|Diana Elena|2026-06-15 07:47:14|entrada
88000017|Cruz Soto|Diana Elena|2026-06-15 13:07:22|salida
88000017|Cruz Soto|Diana Elena|2026-06-16 07:48:15|entrada
88000017|Cruz Soto|Diana Elena|2026-06-16 13:09:23|salida
88000017|Cruz Soto|Diana Elena|2026-06-17 07:49:16|entrada
88000017|Cruz Soto|Diana Elena|2026-06-17 13:01:24|salida
88000017|Cruz Soto|Diana Elena|2026-06-18 07:50:17|entrada
88000017|Cruz Soto|Diana Elena|2026-06-18 13:03:25|salida
88000017|Cruz Soto|Diana Elena|2026-06-19 07:51:18|entrada
88000017|Cruz Soto|Diana Elena|2026-06-19 13:05:26|salida
88000017|Cruz Soto|Diana Elena|2026-06-22 07:54:21|entrada
88000017|Cruz Soto|Diana Elena|2026-06-22 13:01:29|salida
88000017|Cruz Soto|Diana Elena|2026-06-23 07:55:22|entrada
88000017|Cruz Soto|Diana Elena|2026-06-23 13:03:30|salida
88000017|Cruz Soto|Diana Elena|2026-06-24 07:56:23|entrada
88000017|Cruz Soto|Diana Elena|2026-06-24 13:05:31|salida
88000017|Cruz Soto|Diana Elena|2026-06-25 07:57:24|entrada
88000017|Cruz Soto|Diana Elena|2026-06-25 13:07:32|salida
88000017|Cruz Soto|Diana Elena|2026-06-26 07:58:25|entrada
88000017|Cruz Soto|Diana Elena|2026-06-26 13:09:33|salida
88000017|Cruz Soto|Diana Elena|2026-06-29 07:46:28|entrada
88000017|Cruz Soto|Diana Elena|2026-06-29 13:05:36|salida
88000017|Cruz Soto|Diana Elena|2026-06-30 07:47:29|entrada
88000017|Cruz Soto|Diana Elena|2026-06-30 13:07:37|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-01 07:49:07|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-01 13:00:19|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-02 07:50:08|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-02 13:02:20|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-03 07:51:09|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-03 13:04:21|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-04 07:52:10|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-04 13:06:22|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-05 07:53:11|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-05 13:08:23|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-08 07:56:14|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-08 13:04:26|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-09 07:57:15|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-09 13:06:27|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-10 07:58:16|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-10 13:08:28|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-11 07:59:17|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-11 13:00:29|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-12 07:45:18|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-12 13:02:30|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-15 07:48:21|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-15 13:08:33|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-16 07:49:22|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-16 13:00:34|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-17 07:50:23|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-17 13:02:35|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-18 07:51:24|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-18 13:04:36|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-19 07:52:25|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-19 13:06:37|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-22 07:55:28|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-22 13:02:40|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-23 07:56:29|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-23 13:04:41|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-24 07:57:30|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-24 13:06:42|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-25 07:58:31|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-25 13:08:43|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-26 07:59:32|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-26 13:00:44|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-29 07:47:35|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-29 13:06:47|salida
88000018|Mendoza Vega|Mario Miguel|2026-06-30 07:48:36|entrada
88000018|Mendoza Vega|Mario Miguel|2026-06-30 13:08:48|salida
88000019|Poma Poma|Sofia Lucia|2026-06-01 07:50:14|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-01 13:01:30|salida
88000019|Poma Poma|Sofia Lucia|2026-06-02 07:51:15|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-02 13:03:31|salida
88000019|Poma Poma|Sofia Lucia|2026-06-03 07:52:16|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-03 13:05:32|salida
88000019|Poma Poma|Sofia Lucia|2026-06-04 07:53:17|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-04 13:07:33|salida
88000019|Poma Poma|Sofia Lucia|2026-06-05 07:54:18|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-05 13:09:34|salida
88000019|Poma Poma|Sofia Lucia|2026-06-08 07:57:21|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-08 13:05:37|salida
88000019|Poma Poma|Sofia Lucia|2026-06-09 07:58:22|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-09 13:07:38|salida
88000019|Poma Poma|Sofia Lucia|2026-06-10 07:59:23|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-10 13:09:39|salida
88000019|Poma Poma|Sofia Lucia|2026-06-11 07:45:24|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-11 13:01:40|salida
88000019|Poma Poma|Sofia Lucia|2026-06-12 07:46:25|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-12 13:03:41|salida
88000019|Poma Poma|Sofia Lucia|2026-06-15 07:49:28|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-15 13:09:44|salida
88000019|Poma Poma|Sofia Lucia|2026-06-16 07:50:29|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-16 13:01:45|salida
88000019|Poma Poma|Sofia Lucia|2026-06-17 07:51:30|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-17 13:03:46|salida
88000019|Poma Poma|Sofia Lucia|2026-06-18 07:52:31|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-18 13:05:47|salida
88000019|Poma Poma|Sofia Lucia|2026-06-19 07:53:32|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-19 13:07:48|salida
88000019|Poma Poma|Sofia Lucia|2026-06-22 07:56:35|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-22 13:03:51|salida
88000019|Poma Poma|Sofia Lucia|2026-06-23 07:57:36|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-23 13:05:52|salida
88000019|Poma Poma|Sofia Lucia|2026-06-24 07:58:37|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-24 13:07:53|salida
88000019|Poma Poma|Sofia Lucia|2026-06-25 07:59:38|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-25 13:09:54|salida
88000019|Poma Poma|Sofia Lucia|2026-06-26 07:45:39|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-26 13:01:55|salida
88000019|Poma Poma|Sofia Lucia|2026-06-29 07:48:42|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-29 13:07:58|salida
88000019|Poma Poma|Sofia Lucia|2026-06-30 07:49:43|entrada
88000019|Poma Poma|Sofia Lucia|2026-06-30 13:09:59|salida
88000020|Vega Quispe|Victor Pedro|2026-06-01 07:51:21|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-01 13:02:41|salida
88000020|Vega Quispe|Victor Pedro|2026-06-02 07:52:22|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-02 13:04:42|salida
88000020|Vega Quispe|Victor Pedro|2026-06-03 07:53:23|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-03 13:06:43|salida
88000020|Vega Quispe|Victor Pedro|2026-06-04 07:54:24|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-04 13:08:44|salida
88000020|Vega Quispe|Victor Pedro|2026-06-05 07:55:25|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-05 13:00:45|salida
88000020|Vega Quispe|Victor Pedro|2026-06-08 07:58:28|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-08 13:06:48|salida
88000020|Vega Quispe|Victor Pedro|2026-06-09 07:59:29|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-09 13:08:49|salida
88000020|Vega Quispe|Victor Pedro|2026-06-10 07:45:30|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-10 13:00:50|salida
88000020|Vega Quispe|Victor Pedro|2026-06-11 07:46:31|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-11 13:02:51|salida
88000020|Vega Quispe|Victor Pedro|2026-06-12 07:47:32|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-12 13:04:52|salida
88000020|Vega Quispe|Victor Pedro|2026-06-15 07:50:35|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-15 13:00:55|salida
88000020|Vega Quispe|Victor Pedro|2026-06-16 07:51:36|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-16 13:02:56|salida
88000020|Vega Quispe|Victor Pedro|2026-06-17 07:52:37|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-17 13:04:57|salida
88000020|Vega Quispe|Victor Pedro|2026-06-18 07:53:38|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-18 13:06:58|salida
88000020|Vega Quispe|Victor Pedro|2026-06-19 07:54:39|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-19 13:08:59|salida
88000020|Vega Quispe|Victor Pedro|2026-06-22 07:57:42|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-22 13:04:02|salida
88000020|Vega Quispe|Victor Pedro|2026-06-23 07:58:43|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-23 13:06:03|salida
88000020|Vega Quispe|Victor Pedro|2026-06-24 07:59:44|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-24 13:08:04|salida
88000020|Vega Quispe|Victor Pedro|2026-06-25 07:45:45|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-25 13:00:05|salida
88000020|Vega Quispe|Victor Pedro|2026-06-26 07:46:46|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-26 13:02:06|salida
88000020|Vega Quispe|Victor Pedro|2026-06-29 07:49:49|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-29 13:08:09|salida
88000020|Vega Quispe|Victor Pedro|2026-06-30 07:50:50|entrada
88000020|Vega Quispe|Victor Pedro|2026-06-30 13:00:10|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-01 07:52:28|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-01 13:03:52|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-02 07:53:29|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-02 13:05:53|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-03 07:54:30|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-03 13:07:54|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-04 07:55:31|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-04 13:09:55|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-05 07:56:32|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-05 13:01:56|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-08 07:59:35|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-08 13:07:59|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-09 07:45:36|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-09 13:09:00|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-10 07:46:37|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-10 13:01:01|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-11 07:47:38|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-11 13:03:02|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-12 07:48:39|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-12 13:05:03|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-15 07:51:42|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-15 13:01:06|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-16 07:52:43|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-16 13:03:07|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-17 07:53:44|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-17 13:05:08|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-18 07:54:45|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-18 13:07:09|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-19 07:55:46|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-19 13:09:10|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-22 07:58:49|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-22 13:05:13|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-23 07:59:50|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-23 13:07:14|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-24 07:45:51|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-24 13:09:15|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-25 07:46:52|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-25 13:01:16|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-26 07:47:53|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-26 13:03:17|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-29 07:50:56|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-29 13:09:20|salida
88000021|Quispe Huaman|Ana Carmen|2026-06-30 07:51:57|entrada
88000021|Quispe Huaman|Ana Carmen|2026-06-30 13:01:21|salida
88000022|Huaman Flores|Luis Jose|2026-06-01 07:53:35|entrada
88000022|Huaman Flores|Luis Jose|2026-06-01 13:04:03|salida
88000022|Huaman Flores|Luis Jose|2026-06-02 07:54:36|entrada
88000022|Huaman Flores|Luis Jose|2026-06-02 13:06:04|salida
88000022|Huaman Flores|Luis Jose|2026-06-03 07:55:37|entrada
88000022|Huaman Flores|Luis Jose|2026-06-03 13:08:05|salida
88000022|Huaman Flores|Luis Jose|2026-06-04 07:56:38|entrada
88000022|Huaman Flores|Luis Jose|2026-06-04 13:00:06|salida
88000022|Huaman Flores|Luis Jose|2026-06-05 07:57:39|entrada
88000022|Huaman Flores|Luis Jose|2026-06-05 13:02:07|salida
88000022|Huaman Flores|Luis Jose|2026-06-08 07:45:42|entrada
88000022|Huaman Flores|Luis Jose|2026-06-08 13:08:10|salida
88000022|Huaman Flores|Luis Jose|2026-06-09 07:46:43|entrada
88000022|Huaman Flores|Luis Jose|2026-06-09 13:00:11|salida
88000022|Huaman Flores|Luis Jose|2026-06-10 07:47:44|entrada
88000022|Huaman Flores|Luis Jose|2026-06-10 13:02:12|salida
88000022|Huaman Flores|Luis Jose|2026-06-11 07:48:45|entrada
88000022|Huaman Flores|Luis Jose|2026-06-11 13:04:13|salida
88000022|Huaman Flores|Luis Jose|2026-06-12 07:49:46|entrada
88000022|Huaman Flores|Luis Jose|2026-06-12 13:06:14|salida
88000022|Huaman Flores|Luis Jose|2026-06-15 07:52:49|entrada
88000022|Huaman Flores|Luis Jose|2026-06-15 13:02:17|salida
88000022|Huaman Flores|Luis Jose|2026-06-16 07:53:50|entrada
88000022|Huaman Flores|Luis Jose|2026-06-16 13:04:18|salida
88000022|Huaman Flores|Luis Jose|2026-06-17 07:54:51|entrada
88000022|Huaman Flores|Luis Jose|2026-06-17 13:06:19|salida
88000022|Huaman Flores|Luis Jose|2026-06-18 07:55:52|entrada
88000022|Huaman Flores|Luis Jose|2026-06-18 13:08:20|salida
88000022|Huaman Flores|Luis Jose|2026-06-19 07:56:53|entrada
88000022|Huaman Flores|Luis Jose|2026-06-19 13:00:21|salida
88000022|Huaman Flores|Luis Jose|2026-06-22 07:59:56|entrada
88000022|Huaman Flores|Luis Jose|2026-06-22 13:06:24|salida
88000022|Huaman Flores|Luis Jose|2026-06-23 07:45:57|entrada
88000022|Huaman Flores|Luis Jose|2026-06-23 13:08:25|salida
88000022|Huaman Flores|Luis Jose|2026-06-24 07:46:58|entrada
88000022|Huaman Flores|Luis Jose|2026-06-24 13:00:26|salida
88000022|Huaman Flores|Luis Jose|2026-06-25 07:47:59|entrada
88000022|Huaman Flores|Luis Jose|2026-06-25 13:02:27|salida
88000022|Huaman Flores|Luis Jose|2026-06-26 07:48:00|entrada
88000022|Huaman Flores|Luis Jose|2026-06-26 13:04:28|salida
88000022|Huaman Flores|Luis Jose|2026-06-29 07:51:03|entrada
88000022|Huaman Flores|Luis Jose|2026-06-29 13:00:31|salida
88000022|Huaman Flores|Luis Jose|2026-06-30 07:52:04|entrada
88000022|Huaman Flores|Luis Jose|2026-06-30 13:02:32|salida
88000023|Flores Torres|Maria Teresa|2026-06-01 07:54:42|entrada
88000023|Flores Torres|Maria Teresa|2026-06-01 13:05:14|salida
88000023|Flores Torres|Maria Teresa|2026-06-02 07:55:43|entrada
88000023|Flores Torres|Maria Teresa|2026-06-02 13:07:15|salida
88000023|Flores Torres|Maria Teresa|2026-06-03 07:56:44|entrada
88000023|Flores Torres|Maria Teresa|2026-06-03 13:09:16|salida
88000023|Flores Torres|Maria Teresa|2026-06-04 07:57:45|entrada
88000023|Flores Torres|Maria Teresa|2026-06-04 13:01:17|salida
88000023|Flores Torres|Maria Teresa|2026-06-05 07:58:46|entrada
88000023|Flores Torres|Maria Teresa|2026-06-05 13:03:18|salida
88000023|Flores Torres|Maria Teresa|2026-06-08 07:46:49|entrada
88000023|Flores Torres|Maria Teresa|2026-06-08 13:09:21|salida
88000023|Flores Torres|Maria Teresa|2026-06-09 07:47:50|entrada
88000023|Flores Torres|Maria Teresa|2026-06-09 13:01:22|salida
88000023|Flores Torres|Maria Teresa|2026-06-10 07:48:51|entrada
88000023|Flores Torres|Maria Teresa|2026-06-10 13:03:23|salida
88000023|Flores Torres|Maria Teresa|2026-06-11 07:49:52|entrada
88000023|Flores Torres|Maria Teresa|2026-06-11 13:05:24|salida
88000023|Flores Torres|Maria Teresa|2026-06-12 07:50:53|entrada
88000023|Flores Torres|Maria Teresa|2026-06-12 13:07:25|salida
88000023|Flores Torres|Maria Teresa|2026-06-15 07:53:56|entrada
88000023|Flores Torres|Maria Teresa|2026-06-15 13:03:28|salida
88000023|Flores Torres|Maria Teresa|2026-06-16 07:54:57|entrada
88000023|Flores Torres|Maria Teresa|2026-06-16 13:05:29|salida
88000023|Flores Torres|Maria Teresa|2026-06-17 07:55:58|entrada
88000023|Flores Torres|Maria Teresa|2026-06-17 13:07:30|salida
88000023|Flores Torres|Maria Teresa|2026-06-18 07:56:59|entrada
88000023|Flores Torres|Maria Teresa|2026-06-18 13:09:31|salida
88000023|Flores Torres|Maria Teresa|2026-06-19 07:57:00|entrada
88000023|Flores Torres|Maria Teresa|2026-06-19 13:01:32|salida
88000023|Flores Torres|Maria Teresa|2026-06-22 07:45:03|entrada
88000023|Flores Torres|Maria Teresa|2026-06-22 13:07:35|salida
88000023|Flores Torres|Maria Teresa|2026-06-23 07:46:04|entrada
88000023|Flores Torres|Maria Teresa|2026-06-23 13:09:36|salida
88000023|Flores Torres|Maria Teresa|2026-06-24 07:47:05|entrada
88000023|Flores Torres|Maria Teresa|2026-06-24 13:01:37|salida
88000023|Flores Torres|Maria Teresa|2026-06-25 07:48:06|entrada
88000023|Flores Torres|Maria Teresa|2026-06-25 13:03:38|salida
88000023|Flores Torres|Maria Teresa|2026-06-26 07:49:07|entrada
88000023|Flores Torres|Maria Teresa|2026-06-26 13:05:39|salida
88000023|Flores Torres|Maria Teresa|2026-06-29 07:52:10|entrada
88000023|Flores Torres|Maria Teresa|2026-06-29 13:01:42|salida
88000023|Flores Torres|Maria Teresa|2026-06-30 07:53:11|entrada
88000023|Flores Torres|Maria Teresa|2026-06-30 13:03:43|salida
88000024|Mamani Salas|Carlos Raul|2026-06-01 07:55:49|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-01 13:06:25|salida
88000024|Mamani Salas|Carlos Raul|2026-06-02 07:56:50|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-02 13:08:26|salida
88000024|Mamani Salas|Carlos Raul|2026-06-03 07:57:51|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-03 13:00:27|salida
88000024|Mamani Salas|Carlos Raul|2026-06-04 07:58:52|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-04 13:02:28|salida
88000024|Mamani Salas|Carlos Raul|2026-06-05 07:59:53|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-05 13:04:29|salida
88000024|Mamani Salas|Carlos Raul|2026-06-08 07:47:56|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-08 13:00:32|salida
88000024|Mamani Salas|Carlos Raul|2026-06-09 07:48:57|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-09 13:02:33|salida
88000024|Mamani Salas|Carlos Raul|2026-06-10 07:49:58|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-10 13:04:34|salida
88000024|Mamani Salas|Carlos Raul|2026-06-11 07:50:59|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-11 13:06:35|salida
88000024|Mamani Salas|Carlos Raul|2026-06-12 07:51:00|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-12 13:08:36|salida
88000024|Mamani Salas|Carlos Raul|2026-06-15 07:54:03|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-15 13:04:39|salida
88000024|Mamani Salas|Carlos Raul|2026-06-16 07:55:04|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-16 13:06:40|salida
88000024|Mamani Salas|Carlos Raul|2026-06-17 07:56:05|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-17 13:08:41|salida
88000024|Mamani Salas|Carlos Raul|2026-06-18 07:57:06|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-18 13:00:42|salida
88000024|Mamani Salas|Carlos Raul|2026-06-19 07:58:07|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-19 13:02:43|salida
88000024|Mamani Salas|Carlos Raul|2026-06-22 07:46:10|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-22 13:08:46|salida
88000024|Mamani Salas|Carlos Raul|2026-06-23 07:47:11|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-23 13:00:47|salida
88000024|Mamani Salas|Carlos Raul|2026-06-24 07:48:12|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-24 13:02:48|salida
88000024|Mamani Salas|Carlos Raul|2026-06-25 07:49:13|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-25 13:04:49|salida
88000024|Mamani Salas|Carlos Raul|2026-06-26 07:50:14|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-26 13:06:50|salida
88000024|Mamani Salas|Carlos Raul|2026-06-29 07:53:17|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-29 13:02:53|salida
88000024|Mamani Salas|Carlos Raul|2026-06-30 07:54:18|entrada
88000024|Mamani Salas|Carlos Raul|2026-06-30 13:04:54|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-01 07:56:56|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-01 13:07:36|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-02 07:57:57|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-02 13:09:37|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-03 07:58:58|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-03 13:01:38|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-04 07:59:59|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-04 13:03:39|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-05 07:45:00|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-05 13:05:40|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-08 07:48:03|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-08 13:01:43|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-09 07:49:04|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-09 13:03:44|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-10 07:50:05|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-10 13:05:45|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-11 07:51:06|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-11 13:07:46|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-12 07:52:07|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-12 13:09:47|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-15 07:55:10|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-15 13:05:50|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-16 07:56:11|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-16 13:07:51|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-17 07:57:12|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-17 13:09:52|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-18 07:58:13|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-18 13:01:53|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-19 07:59:14|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-19 13:03:54|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-22 07:47:17|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-22 13:09:57|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-23 07:48:18|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-23 13:01:58|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-24 07:49:19|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-24 13:03:59|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-25 07:50:20|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-25 13:05:00|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-26 07:51:21|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-26 13:07:01|salida
88000025|Condori Paredes|Rosa Patricia|2026-06-29 07:54:24|entrada
88000025|Condori Paredes|Rosa Patricia|2026-06-29 13:03:04|salida
